"IDEA_LIB_ID","IDEA_LIB_CONTENT","IDEA_2ND_ID"
3691,"heave the gorge",60
3692,"hold out against",60
3693,"ignore",60
3694,"inhibit",60
3695,"interdict",60
3696,"irregular",60
3697,"jetsam",60
3698,"jettison",60
3699,"jilt",60
3700,"junk",60
3701,"junking",60
3702,"keck",60
3703,"keep out",60
3704,"kick downstairs",60
3705,"kick out",60
3706,"lagan",60
3707,"leave out",60
3708,"lock out",60
3709,"look askance at",60
3710,"look black upon",60
3711,"misbelieve",60
3712,"negate",60
3713,"negative",60
3714,"not accept",60
3715,"not admit",60
3716,"not approve",60
3717,"not believe",60
3718,"not buy",60
3719,"not consent",60
3720,"not fall for",60
3721,"not go for",60
3722,"not hear of",60
3723,"not hold with",60
3724,"not swallow",60
3725,"not think of",60
3726,"object",60
3727,"object to",60
3728,"obtrude",60
3729,"omit",60
3730,"oppose",60
3731,"oppugn",60
3732,"orphan",60
3733,"ostracize",60
3734,"oust",60
3735,"outlaw",60
3737,"pass by",60
3738,"pass over",60
3739,"pass up",60
3740,"preclude",60
3741,"prevent",60
3742,"prohibit",60
3743,"proscribe",60
3744,"protest",60
3745,"puke",60
3746,"push aside",60
3747,"put out",60
3748,"rebuff",60
3749,"rebut",60
3751,"refuse",60
3752,"refuse consent",60
3753,"refuse to admit",60
3754,"refuse to believe",60
3755,"refuse to consider",60
3756,"refuse to credit",60
3757,"regurgitate",60
3758,"rejectamenta",60
3759,"rejection",60
3760,"relegate",60
3761,"removal",60
3762,"remove",60
3764,"repel",60
3765,"repress",60
3766,"reprobate",60
3767,"repudiate",60
3768,"repulse",60
3769,"resist believing",60
3770,"resist entreaty",60
3771,"resist persuasion",60
3772,"retch",60
3773,"rubbish",60
3774,"rule out",60
3775,"say nay",60
3776,"say no",60
3777,"say no to",60
3778,"scout",60
3779,"scrap",60
3780,"scrapping",60
3781,"scratch",60
3783,"send to Coventry",60
3785,"shed",60
3786,"shove away",60
3787,"shun",60
3788,"shut out",60
3789,"sick up",60
3790,"slough",60
3791,"spew",60
3792,"spurn",60
3793,"stand aloof",60
3794,"suppress",60
3795,"taboo",60
3796,"take exception to",60
3797,"think ill of",60
3798,"think little of",60
3800,"throw out",60
3801,"throw over",60
3802,"throw overboard",60
3804,"throwaway",60
3805,"thrust out",60
3806,"thumb down",60
3807,"toss out",60
3808,"toss overboard",60
3809,"trash",60
3810,"traverse",60
3811,"turn away",60
3812,"turn down",60
3814,"unbelieve",60
3815,"upchuck",60
3816,"veto",60
3817,"view with disfavor",60
3818,"vomit",60
3819,"vote nay",60
3820,"vote negatively",60
3821,"waif",60
3822,"waifs and strays",60
3824,"wastrel",60
3826,"abandoned",60
3827,"belied",60
3830,"confounded",60
3831,"confuted",60
3832,"contemned",60
3833,"declined",60
3834,"declined with thanks",60
3835,"deflated",60
3836,"denied",60
3838,"despised",60
3839,"disapproved",60
3840,"discarded",60
3841,"discounted",60
3842,"discredited",60
3843,"disdained",60
3844,"dismissed",60
3845,"disowned",60
3846,"disproved",60
3847,"disputed",60
3848,"excepted",60
3849,"excluded",60
3850,"exploded",60
3851,"exposed",60
3852,"forsaken",60
3853,"forsworn",60
3854,"ignored",60
3855,"impugned",60
3856,"invalidated",60
3857,"jilted",60
3858,"loveless",60
3859,"lovelorn",60
3860,"negated",60
3861,"negatived",60
3862,"not considered",60
3863,"outcast",60
3864,"outside the gates",60
3865,"outside the pale",60
3866,"overthrown",60
3867,"overturned",60
3868,"punctured",60
3869,"rebuffed",60
3870,"refused",60
3871,"refuted",60
3872,"renounced",60
3873,"repudiated",60
3874,"repulsed",60
3875,"scouted",60
3876,"shown up",60
3877,"spurned",60
3878,"unbeloved",60
3879,"uncherished",60
3880,"unloved",60
3881,"upset",60
3882,"on",60
3886,"abnegation",60
3887,"agnosticism",60
3888,"agreement to disagree",60
3889,"alienation",60
3890,"apostasy",60
3891,"atheism",60
3894,"barring",60
3896,"blackballing",60
3898,"booting out",60
3899,"boycott",60
3900,"bucking",60
3905,"cold shoulder",60
3906,"complaint",60
3907,"contention",60
3908,"contraband",60
3909,"contradiction",60
3910,"contraposition",60
3911,"contravention",60
3912,"contraversion",60
3913,"counter-culture",60
3914,"counteraction",60
3915,"counterworking",60
3916,"crosscurrent",60
3917,"crossing",60
3918,"debarment",60
3919,"debarring",60
3920,"declension",60
3921,"declination",60
3922,"declinature",60
3923,"declining",60
3925,"defenestration",60
3926,"demarcation",60
3927,"denial",60
3928,"deprivation",60
3929,"detrusion",60
3930,"difference",60
3931,"dim view",60
3932,"disaccord",60
3933,"disagreement",60
3934,"disallowance",60
3935,"disappointment",60
3936,"disapprobation",60
3937,"disapproval",60
3938,"disbelief",60
3942,"disclaimer",60
3943,"disclamation",60
3944,"discontent",60
3945,"discontentedness",60
3946,"discontentment",60
3948,"disenchantment",60
3949,"disesteem",60
3951,"disgruntlement",60
3952,"disillusion",60
3953,"disillusionment",60
3954,"dismissal",60
3955,"disobedience",60
3956,"disparity",60
3957,"displeasure",60
3959,"disrespect",60
3960,"dissatisfaction",60
3961,"dissension",60
3963,"dissentience",60
3964,"dissidence",60
3965,"distaste",60
3966,"diversity",60
3969,"ejection",60
3970,"ejectment",60
3974,"exclusion",60
3975,"expulsion",60
3976,"extrusion",60
3977,"forbiddance",60
3978,"forbidden fruit",60
3979,"forbidding",60
3980,"head wind",60
3981,"heresy",60
3982,"holding back",60
3983,"impugnation",60
3984,"impugnment",60
3985,"inability to believe",60
3986,"inadmissibility",60
3987,"incredulity",60
3988,"index",60
3989,"index expurgatorius",60
3990,"index librorum prohibitorum",60
3991,"indignation",60
3992,"infidelity",60
3993,"inhibition",60
3994,"injunction",60
3996,"interdiction",60
3997,"interdictum",60
4000,"kicking downstairs",60
4002,"lockout",60
4003,"low estimation",60
4004,"low opinion",60
4005,"minimifidianism",60
4006,"minority opinion",60
4007,"misbelief",60
4008,"narrowing",60
4010,"negation",60
4012,"negative answer",60
4013,"nix",60
4014,"no",60
4015,"no-no",60
4016,"nonacceptance",60
4017,"nonadmission",60
4018,"nonagreement",60
4019,"nonassent",60
4020,"nonbelief",60
4021,"noncompliance",60
4022,"nonconcurrence",60
4023,"nonconformity",60
4024,"nonconsent",60
4025,"nonobservance",60
4026,"nullifidianism",60
4027,"objection",60
4028,"obtrusion",60
4029,"omission",60
4030,"opposing",60
4031,"opposition",60
4032,"opposure",60
4033,"oppugnation",60
4034,"ostracism",60
4035,"ouster",60
4036,"ousting",60
4037,"preclusion",60
4038,"prevention",60
4039,"prohibition",60
4040,"prohibitory injunction",60
4041,"proscription",60
4044,"rebutment",60
4045,"rebuttal",60
4047,"recusance",60
4048,"recusancy",60
4049,"refusal",60
4053,"relegation",60
4056,"repression",60
4057,"repudiation",60
4058,"resistance",60
4060,"restrictive covenants",60
4061,"retention",60
4062,"ruling out",60
4064,"secession",60
4065,"spurning",60
4066,"standing against",60
4067,"statute",60
4068,"sumptuary laws",60
4069,"suppression",60
4071,"the boot",60
4072,"the bounce",60
4074,"throwing out",60
4075,"thumbs-down",60
4076,"traversal",60
4077,"turndown",60
4078,"unbelief",60
4079,"unbelievingness",60
4080,"undercurrent",60
4081,"underground",60
4082,"unhappiness",60
4083,"unwillingness",60
4084,"variance",60
4085,"withdrawal",60
4086,"withholding",60
4087,"zoning",60
4088,"zoning laws",60
4089,"accuse",71
4090,"allege",71
4091,"anathematize",71
4092,"anathemize",71
4093,"animadvert on",71
4094,"arraign",71
4095,"article",71
4096,"attribute",71
4097,"blame",71
4098,"book",71
4099,"bring accusation",71
4100,"bring charges",71
4101,"bring to book",71
4102,"call to account",71
4103,"cast blame upon",71
4104,"cast reflection upon",71
4106,"charge",71
4107,"charge with",71
4108,"cite",71
4109,"complain",71
4110,"complain against",71
4111,"condemn",71
4112,"criminate",71
4114,"cry down",71
4115,"cry out against",71
4116,"cry out on",71
4117,"cry shame upon",71
4118,"damn",71
4119,"decry",71
4120,"denounce",71
4121,"denunciate",71
4122,"fasten on",71
4123,"fasten upon",71
4124,"finger",71
4125,"fulminate against",71
4126,"hang something on",71
4127,"impeach",71
4129,"impugn",71
4130,"impute",71
4131,"incriminate",71
4132,"inculpate",71
4133,"indict",71
4134,"inform against",71
4135,"inform on",71
4136,"insinuate",71
4137,"inveigh against",71
4138,"lay charges",71
4139,"lodge a complaint",71
4140,"lodge a plaint",71
4141,"pin on",71
4142,"prefer charges",71
4143,"press charges",71
4144,"put on report",71
4145,"reflect upon",71
4147,"reprehend",71
4148,"reproach",71
4150,"shake up",71
4151,"take to task",71
4152,"task",71
4153,"taunt with",71
4154,"tax",71
4155,"twit",71
4157,"arraigned",71
4158,"blamed",71
4159,"charged",71
4160,"cited",71
4162,"defendant",71
4163,"denounced",71
4164,"impeached",71
4165,"implicated",71
4167,"in complicity",71
4168,"incriminated",71
4169,"inculpated",71
4170,"indicted",71
4171,"involved",71
4172,"libelee",71
4173,"prisoner",71
4174,"reproached",71
4175,"respondent",71
4177,"tasked",71
4178,"taxed",71
4179,"under attack",71
4180,"under fire",71
4183,"air a grievance",74
4187,"be affected with",74
4189,"bellyache",74
4190,"bemoan",74
4191,"bitch",74
4192,"boggle",74
4198,"call in question",74
4199,"carp at",74
4203,"clamor",74
4204,"complain loudly",74
4205,"complain of",74
4206,"confront",74
4207,"contend with",74
4208,"crab",74
4209,"croak",74
4212,"demonstrate",74
4213,"demonstrate against",74
4217,"dispute",74
4219,"enter a protest",74
4220,"expostulate",74
4221,"face down",74
4222,"face out",74
4223,"face up to",74
4226,"feel ill",74
4227,"find fault",74
4229,"fret",74
4230,"fret and fume",74
4231,"front",74
4232,"fuss",74
4233,"gripe",74
4234,"groan",74
4235,"grouch",74
4236,"grouse",74
4237,"growl",74
4238,"grumble",74
4239,"grunt",74
4241,"holler",74
4242,"howl",74
4250,"kick",74
4251,"kick against",74
4252,"labor under",74
4253,"lament",74
1652,"consider the circumstances",25
1653,"consider the source",25
1654,"contribution",25
1655,"cop a plea",25
1656,"copyright",25
1657,"daresay",25
1660,"deduce",25
1661,"deem",25
1663,"deliverance",25
1664,"delivery",25
1665,"depletion allowance",25
1666,"diploma",25
1667,"discount",25
1671,"disregard",25
1672,"distribute",25
1673,"divine",25
1677,"donation",25
1678,"dream",25
1680,"endowment",25
1681,"exception",25
1682,"exemption",25
1683,"expect",25
1686,"extenuating circumstances",25
1687,"fancy",25
1689,"feel",25
1690,"fellowship",25
1691,"financial assistance",25
1693,"franchise",25
1694,"freedom",25
1696,"furnishment",25
1697,"gather",25
1700,"gifting",25
1704,"give leave",25
1708,"give the word",25
1712,"grain of salt",25
1713,"grant-in-aid",25
1714,"granting",25
1715,"guaranteed annual income",25
1717,"handout",25
1720,"hedge",25
1721,"hedging",25
1722,"help",25
1725,"imagine",25
1726,"immunity",25
1728,"impartation",25
7119,"inclemency",133
7121,"influentiality",133
7122,"inhumanity",133
7123,"initiative",133
7125,"intension",133
7126,"intensity",133
7127,"intestinal fortitude",133
7131,"jam in",133
7132,"jog",133
7133,"joggle",133
7134,"jolt",133
7135,"jostle",133
7136,"justness",133
7137,"kilo",133
7138,"kilogram",133
7139,"kinetic energy",133
7140,"knock in",133
7142,"lead astray",133
7143,"leadership",133
7144,"leverage",133
7145,"lexical meaning",133
7148,"literal meaning",133
7149,"lustihood",133
7150,"lustiness",133
7151,"magnetism",133
7152,"magnitude",133
7156,"malignity",133
7160,"mastery",133
7161,"matter",133
7163,"measure",133
7164,"measurement",133
7165,"megaton",133
7167,"mercilessness",133
7172,"military",133
7173,"milligram",133
7174,"mindlessness",133
7175,"mislead",133
7176,"mole",133
7177,"moment",133
7178,"momentum",133
7179,"mordancy",133
7180,"motivate",133
7182,"move to action",133
7184,"mulch",133
7185,"murderousness",133
7186,"muscle",133
7188,"naked force",133
7189,"nappe",133
7190,"nervosity",133
7191,"nervousness",133
7192,"nudge",133
7193,"numbers",133
7197,"operative",133
7199,"ounce",133
7200,"ounce avoirdupois",133
7201,"ounce troy",133
7203,"overtone",133
7204,"pack in",133
7205,"pains",133
7206,"pennyweight",133
7207,"persistence",133
7208,"personality",133
7209,"personnel",133
7210,"persuasion",133
7211,"pertinence",133
7212,"physical force",133
7213,"pile drive",133
7214,"pith",133
7215,"pitilessness",133
7217,"plow",133
7218,"plunge in",133
7219,"poignancy",133
7221,"poke",133
7222,"poke in",133
7226,"potential energy",133
7228,"pound",133
7229,"pound avoirdupois",133
7230,"pound in",133
7231,"pound troy",133
7232,"poundal",133
7238,"practical consequence",133
7239,"predominance",133
7240,"preponderance",133
7244,"press in",133
7245,"pressure",133
7246,"prestige",133
7247,"print",133
7248,"prise",133
7250,"prod",133
7253,"promote",133
7254,"propel",133
7255,"prune",133
7260,"purchase",133
7263,"push in",133
7264,"pushfulness",133
7265,"pushiness",133
7266,"pushingness",133
7269,"quantity",133
7270,"quantum",133
7271,"rake",133
7273,"ram down",133
7274,"ram in",133
7275,"range of meaning",133
7276,"rape",133
7277,"rattle",133
7278,"ravage",133
7279,"ravish",133
7281,"real meaning",133
7282,"recoil",133
7284,"referent",133
7285,"reflex",133
7286,"reign",133
7287,"relation",133
7288,"relevance",133
7289,"repercussion",133
7292,"response",133
7294,"retinue",133
7295,"rigor",133
7296,"robustness",133
7297,"roughness",133
7298,"ruggedness",133
7299,"ruin",133
7300,"rule",133
7301,"rule of might",133
7303,"run against",133
7304,"run in",133
7305,"sandbag",133
7306,"sault",133
7307,"savagery",133
7309,"scope",133
7311,"seduce",133
7312,"semantic cluster",133
7313,"semantic field",133
7315,"servantry",133
7316,"set in motion",133
7317,"severity",133
7318,"shake",133
7319,"sharpness",133
7320,"shotgun",133
7321,"shoulder",133
7322,"shove",133
7323,"significance",133
7324,"signification",133
7325,"significatum",133
7326,"signifie",133
7328,"sinewiness",133
7329,"slug",133
7331,"soldiers",133
7332,"solidity",133
7333,"soundness",133
7334,"spade",133
7335,"span of meaning",133
7336,"spark",133
7337,"speed",133
7338,"spirit",133
7341,"spunk",133
7342,"squeeze in",133
7343,"staff",133
7344,"stalwartness",133
7345,"stamina",133
7346,"staying power",133
7348,"steamroller",133
7349,"sticking power",133
7350,"stimulate",133
7351,"stone",133
7352,"stoutness",133
7353,"strain",133
7355,"strength of will",133
7356,"strenuousness",133
7357,"stress",133
7359,"strong language",133
7360,"structural meaning",133
7361,"stuff in",133
7362,"sturdiness",133
7363,"suasion",133
7364,"substance",133
7365,"substantiality",133
7366,"subtle influence",133
7368,"sully",133
7370,"sum and substance",133
7373,"supremacy",133
7374,"sway",133
7375,"symbolic meaning",133
7376,"tamp",133
7377,"tamp in",133
7378,"tenor",133
7379,"tension",133
7380,"terrorism",133
7381,"the help",133
7383,"thin out",133
7384,"thrust",133
7385,"thrust in",133
7387,"till",133
7388,"till the soil",133
7390,"totality of associations",133
7391,"toughness",133
7392,"transferred meaning",133
7393,"trenchancy",133
7394,"troops",133
7396,"tyranny",133
7397,"ultima ratio",133
7398,"unadorned meaning",133
7399,"undertone",133
7400,"units of weight",133
7401,"up-and-comingness",133
7402,"upper hand",133
7403,"use force upon",133
7406,"value",133
7407,"vandalism",133
7409,"velocity",133
7410,"venom",133
7411,"venturesomeness",133
7412,"venturousness",133
7413,"viciousness",133
7415,"vigorousness",133
7418,"violence",133
7424,"waterfall",133
7425,"watershoot",133
7427,"wedge in",133
7428,"weed",133
7431,"whip hand",133
7432,"whole",133
7433,"work",133
7434,"wreak",133
7435,"wreck",133
7440,"acceleration",133
7441,"airing",133
7442,"amble",133
7444,"double time",133
7445,"double-quick",133
7446,"double-quick time",133
7447,"festination",133
7448,"forwarding",133
7449,"hastening",133
7450,"hike",133
7451,"hurrying",133
7452,"jaunt",133
7454,"mush",133
7456,"peripatetic journey",133
7457,"peripateticism",133
7458,"promenade",133
7459,"quickening",133
7460,"ramble",133
7461,"saunter",133
7462,"schlep",133
7463,"speeding",133
7464,"stretch",133
7465,"stroll",133
7466,"traipse",133
7467,"tramp",133
7468,"trudge",133
7469,"turn",133
7470,"walk",133
7471,"walking tour",133
7475,"affected",133
7477,"artificial",133
7478,"at odds",133
7479,"automatic",133
7480,"averse",133
7481,"awkward",133
7482,"backbreaking",133
7483,"blind",133
7484,"bombastic",133
7487,"coerced",133
7488,"compelled",133
7489,"compulsive",133
7490,"conditioned",133
7491,"constrained",133
7492,"contrived",133
7493,"cramped",133
7494,"crushing",133
7495,"cumbrous",133
7496,"cursory",133
7497,"differing",133
7498,"disagreeing",133
7499,"disinclined",133
7500,"disobedient",133
7501,"distant",133
7502,"effortful",133
7503,"elephantine",133
7504,"exhausting",133
7505,"factitious",133
7506,"faked",133
7507,"false",133
7508,"farfetched",133
7509,"fatiguing",133
7510,"feigned",133
7511,"formal",133
7513,"grueling",133
7514,"guinde",133
7515,"halting",133
7518,"heavy",133
7519,"hefty",133
7520,"improbable",133
7521,"impulsive",133
7522,"indisposed",133
7523,"indocile",133
7524,"inflexible",133
7525,"inkhorn",133
7526,"instinctive",133
7527,"involuntary",133
7528,"killing",133
7529,"labored",133
7531,"leaden",133
7532,"lumbering",133
7533,"mannered",133
7534,"mechanical",133
7535,"mutinous",133
7536,"onerous",133
7538,"opposed",133
7540,"out-of-the-way",133
7541,"painful",133
7542,"perfunctory",133
7543,"pompous",133
7544,"ponderous",133
7545,"punishing",133
7546,"quite another thing",133
7549,"reflexive",133
7551,"remote",133
7554,"self-conscious",133
7555,"sesquipedalian",133
7556,"something else again",133
7557,"stiff",133
7558,"stilted",133
7559,"strained",133
7563,"sullen",133
7566,"troublesome",133
7567,"turgid",133
7568,"unconscious",133
7569,"unconsenting",133
7570,"unintentional",133
7571,"unnatural",133
7572,"unthinking",133
7573,"unwieldy",133
7574,"unwilled",133
7575,"unwilling",133
7576,"unwitting",133
7578,"wearisome",133
7579,"wooden",133
7581,"accented",133
7582,"accentuated",133
7583,"acid",133
7584,"active",133
7585,"acute",133
7586,"adventuresome",133
7587,"adventurous",133
7588,"aggressive",133
7589,"ambitious",133
7590,"animated",133
7591,"armipotent",133
7592,"assertive",133
7594,"beefy",133
7595,"biting",133
7596,"bouncing",133
7597,"brisk",133
7598,"cogent",133
7599,"compelling",133
7600,"constraining",133
7601,"convincing",133
7602,"corrosive",133
7603,"cutting",133
7604,"decided",133
7605,"doughty",133
7606,"driving",133
7607,"dynamic",133
7609,"efficacious",133
7610,"emphasized",133
7611,"emphatic",133
7612,"energetic",133
7613,"enterprising",133
7615,"forcible",133
7616,"forcy",133
7617,"full of pep",133
7618,"full-blooded",133
7619,"full-strength",133
7621,"go-go",133
7622,"gutsy",133
7623,"gutty",133
7624,"hale",133
7626,"hard as nails",133
7627,"hardy",133
7628,"hearty",133
7630,"high-potency",133
7631,"high-powered",133
7632,"high-pressure",133
7633,"high-tension",133
7634,"husky",133
7635,"hustling",133
7637,"impetuous",133
7638,"impressive",133
7640,"in power",133
7641,"in red letters",133
7642,"incisive",133
7644,"intense",133
7645,"iron-hard",133
7646,"irresistible",133
7647,"italicized",133
7648,"keen",133
7649,"kinetic",133
7650,"lively",133
7651,"living",133
7652,"logical",133
7653,"lusty",133
7654,"manful",133
7655,"meaty",133
7656,"mettlesome",133
7657,"mighty",133
7658,"mighty in battle",133
7659,"mordant",133
7660,"nervous",133
7661,"nervy",133
7662,"obstinate",133
7664,"penetrating",133
7665,"peppy",133
7667,"piercing",133
7668,"pithy",133
7669,"poignant",133
7670,"pointed",133
7672,"potent",133
7673,"powerful",133
7674,"prepotent",133
7675,"puissant",133
7676,"punchy",133
7677,"punctuated",133
7678,"pushful",133
7679,"pushing",133
7680,"pushy",133
7681,"red-blooded",133
7682,"resounding",133
7683,"robust",133
7684,"robustious",133
7686,"ruling",133
7687,"sensational",133
7688,"sinewed",133
7689,"sinewy",133
7690,"slashing",133
7691,"smacking",133
7692,"snappy",133
7693,"spanking",133
7694,"spirited",133
7696,"starred",133
7697,"steely",133
7698,"stout",133
7699,"strapping",133
7701,"stressed",133
7702,"striking",133
7703,"strong",133
7704,"strong as brandy",133
7705,"strong as strong",133
7706,"strong-willed",133
7707,"sturdy",133
7708,"take-charge",133
7709,"take-over",133
7710,"telling",133
7711,"trenchant",133
7712,"underlined",133
7713,"underscored",133
7714,"up-and-coming",133
7716,"venturesome",133
7717,"venturous",133
7718,"vibrant",133
7719,"vigorous",133
7720,"virile",133
7721,"vital",133
7722,"vivacious",133
7723,"vivid",133
7725,"zestful",133
7726,"zesty",133
7727,"zippy",133
7728,"ully",133
7729,"actively",133
7730,"animatedly",133
7731,"ardently",133
7732,"briskly",133
7733,"cogently",133
7734,"con brio",133
7735,"deafeningly",133
7736,"dynamically",133
7737,"effectively",133
7738,"effectually",133
7739,"eloquently",133
7740,"energetically",133
7741,"expressively",133
7742,"fervently",133
7743,"firmly",133
7744,"fluently",133
7745,"forcibly",133
7746,"glibly",133
7747,"glowingly",133
7748,"graphically",133
7749,"hardly",133
7750,"heartily",133
7751,"imperviously",133
7752,"impregnably",133
7753,"impressively",133
7754,"in glowing terms",133
7755,"intensely",133
7756,"invincibly",133
7757,"invulnerably",133
7758,"irresistibly",133
7759,"keenly",133
7760,"loudly",133
7761,"lustily",133
7762,"meaningfully",133
7764,"mightily",133
7765,"passionately",133
7766,"potently",133
7767,"powerfully",133
7768,"productively",133
7769,"pungently",133
7770,"resistantly",133
7771,"robustly",133
7772,"ruggedly",133
7773,"smoothly",133
7774,"soundly",133
7775,"spiritedly",133
7776,"stalwartly",133
7777,"staunchly",133
7778,"stoutly",133
7779,"strenuously",133
7780,"strikingly",133
7781,"strongly",133
7782,"sturdily",133
7783,"tellingly",133
7784,"to good account",133
7785,"to good purpose",133
7786,"unyieldingly",133
7787,"vehemently",133
7788,"vigorously",133
7789,"vivaciously",133
7790,"vividly",133
7791,"warmly",133
7792,"with a vengeance",133
7793,"with pep",133
7794,"with telling effect",133
7795,"zestfully",133
7797,"emasculate",133
7798,"featherweight",133
7799,"feeble",133
7800,"flabby",133
7801,"impotent",133
7802,"inadequate",133
7803,"ineffective",133
7804,"ineffectual",133
7805,"inefficacious",133
7806,"invertebrate",133
7807,"lightweight",133
7808,"no-account",133
7809,"of no account",133
7810,"powerless",133
7812,"spineless",133
7813,"unauthoritative",133
7814,"weak",133
7815,"without any weight",133
7817,"aspic",133
7818,"barbecue",133
7819,"boiled meat",133
7820,"bouilli",133
7821,"civet",133
7822,"dressing",133
7823,"farce",133
7824,"flesh",133
7826,"hachis",133
7827,"hash",133
7828,"jerky",133
7830,"jugged hare",133
7831,"meat",133
7832,"menue viande",133
7833,"mince",133
7834,"pemmican",133
7835,"pot roast",133
7836,"roast",133
7837,"sausage meat",133
7838,"scrapple",133
7839,"stuffing",133
7840,"venison",133
7841,"viande",133
7843,"armed force",133
7844,"armed service",133
7846,"array",133
7847,"career soldiers",133
7848,"fighting force",133
7849,"fighting machine",133
7850,"firepower",133
7851,"ground forces",133
7852,"ground troops",133
7853,"hands",133
7854,"host",133
7855,"legions",133
7857,"military establishment",133
7858,"occupation force",133
7859,"paratroops",133
7861,"rank and file",133
7862,"ranks",133
7863,"regular army",133
7864,"regulars",133
7865,"ski troops",133
7866,"soldiery",133
7867,"standing army",133
7868,"storm troops",133
7869,"the big battalions",133
7870,"the line",133
7871,"the military",133
7873,"units",133
7874,"work force",133
7875,"adjudicate",165
7876,"account",165
7877,"adjudge",165
7879,"arbitrate",165
7880,"be judicious",165
7885,"exercise judgment",165
7886,"express an opinion",165
7887,"form an opinion",165
7889,"judge",165
7892,"referee",165
7893,"regard",165
7895,"think of",165
7896,"unique",165
7900,"absentee voting",166
7909,"ballot",166
5140,"proper claim",78
5141,"property right",78
5142,"propose a question",78
5143,"propound a question",78
5144,"prorate",78
5146,"put down",78
5148,"put in requisition",78
5149,"put on",78
5150,"put queries",78
5151,"put upon",78
5152,"query",78
5154,"question at issue",78
5155,"question mark",78
5156,"quodlibet",78
5158,"rend from",78
5159,"rending",78
5161,"require",78
5162,"require an answer",78
5163,"requirement",78
5164,"requisite",78
5166,"retail",78
5167,"right",78
5168,"ripping",78
5169,"saddle with",78
5170,"sale",78
5172,"scot",78
5173,"scot and lot",78
5174,"screw",78
5175,"send after",78
5176,"send for",78
5178,"set",78
5179,"shot",78
5181,"stick for",78
5182,"storage",78
5183,"subject to",78
5184,"subpoena",78
5185,"summon",78
5186,"summon forth",78
5187,"summon up",78
5188,"summons",78
5190,"take doing",78
5191,"take no denial",78
5193,"tasking",78
5196,"tear from",78
5197,"tearing",78
5198,"the necessary",78
5199,"the needful",78
5200,"tie-in",78
5201,"tithe",78
5202,"title",78
5203,"toll",78
5204,"topic",78
5205,"towage",78
5206,"trial balloon",78
5207,"trouble",78
5208,"turnover",78
5209,"unwarranted demand",78
5210,"use",78
5211,"vested interest",78
5212,"vested right",78
5213,"vexed question",78
5214,"want",78
5215,"want doing",78
5216,"want to know",78
5217,"wanted",78
5218,"warn",78
5219,"weight down with",78
5220,"weighting",78
5221,"wharfage",78
5223,"wholesale",78
5225,"without delay",78
5226,"wrench",78
5227,"wrench from",78
5228,"wrenching",78
5229,"wrest",78
5230,"wresting",78
5231,"wring",78
5232,"wring from",78
5233,"wringing",78
5234,"yoke with",78
5239,"abstruse",78
5240,"accurate",78
5241,"arduous",78
5242,"astringent",78
5244,"austere",78
5245,"authoritarian",78
5246,"brutal",78
5247,"burdensome",78
5248,"cajoling",78
5249,"clamant",78
5250,"clamorous",78
5251,"close",78
5252,"coaxing",78
5253,"complex",78
5254,"conscientious",78
5256,"critical",78
5257,"crying",78
5259,"detailed",78
5260,"difficile",78
5261,"difficult",78
5262,"dour",78
5263,"draining",78
5264,"dunning",78
5266,"exacting",78
5267,"exigent",78
5268,"exorbitant",78
5270,"extortionate",78
5272,"finical",78
5273,"finicking",78
5274,"finicky",78
5275,"formidable",78
5276,"fussy",78
5277,"grasping",78
5278,"grievous",78
5279,"grim",78
5280,"hairy",78
5281,"hard",78
5282,"hard-earned",78
5283,"hard-fought",78
5284,"harsh",78
5285,"imperative",78
5286,"importunate",78
5287,"insistent",78
5288,"instant",78
5289,"intricate",78
5290,"jawbreaking",78
5291,"knotted",78
5292,"knotty",78
5293,"laborious",78
5294,"loud",78
5296,"meticulous",78
5297,"minute",78
5298,"nagging",78
5299,"narrow",78
5301,"no picnic",78
5302,"not easy",78
5303,"operose",78
5304,"oppressive",78
5305,"particular",78
5306,"persistent",78
5307,"pertinacious",78
5308,"pestering",78
5309,"plaguing",78
5310,"precise",78
5311,"precisianistic",78
5312,"precisionistic",78
5313,"pressing",78
5314,"punctilious",78
5315,"punctual",78
5316,"refined",78
5317,"religious",78
5318,"rigid",78
5319,"rigorous",78
5320,"rough",78
5321,"rugged",78
5322,"scrupulous",78
5323,"scrutinizing",78
5324,"set with thorns",78
5325,"severe",78
5326,"spiny",78
5327,"steep",78
5328,"stern",78
5329,"strenuous",78
5330,"strict",78
5331,"stringent",78
5332,"subtle",78
5334,"teasing",78
5335,"thorny",78
5336,"ticklish",78
5337,"toilsome",78
5338,"tough",78
5339,"tricky",78
5340,"trying",78
5341,"unsparing",78
5342,"uphill",78
5343,"urgent",78
5344,"weighty",78
5345,"wheedling",78
5346,"wicked",78
5348,"admonish",79
5350,"alarm",79
5351,"alert",79
5352,"apprehend",79
5353,"apprise",79
5354,"arouse",79
5357,"be imminent",79
5359,"bludgeon",79
5360,"bode",79
5361,"bulldoze",79
5368,"comminate",79
5372,"cry havoc",79
5374,"cry wolf",79
5375,"daunt",79
5379,"dissuade",79
5383,"exhort",79
5386,"fly storm warnings",79
5387,"forebode",79
5388,"forewarn",79
5389,"frighten",79
5390,"frighten off",79
5391,"give fair warning",79
5392,"give notice",79
5393,"give warning",79
5395,"have a premonition",79
5396,"have a presentiment",79
5398,"incite",79
5400,"induce",79
5401,"inform",79
